fold,train_start,train_end,test_start,test_end,n_test,accuracy,hit_rate,mean_return,sharpe
1,2016-11-09,2019-11-01,2019-11-04,2020-04-27,120,0.49166666666666664,0.48333333333333334,0.0018267216773942357,1.1100000059324566
2,2016-11-09,2020-04-27,2020-04-28,2020-10-15,120,0.4666666666666667,0.4666666666666667,-0.0001244526311002747,-0.13899879814595034
3,2016-11-09,2020-10-15,2020-10-16,2021-04-09,120,0.5,0.5,-0.0003198142801051453,-0.47581357882331526
4,2016-11-09,2021-04-09,2021-04-12,2021-09-29,120,0.5166666666666667,0.5166666666666667,-0.0002840526647918636,-0.524641459518527
5,2016-11-09,2021-09-29,2021-09-30,2022-03-22,120,0.5,0.49166666666666664,0.0013472827794697893,1.6132504576989974
6,2016-11-09,2022-03-22,2022-03-23,2022-09-13,120,0.4583333333333333,0.44166666666666665,-0.0004574812021849626,-0.4717826182272709
7,2016-11-09,2022-09-13,2022-09-14,2023-03-07,120,0.44166666666666665,0.44166666666666665,-0.001405928371613547,-1.557214990358282
8,2016-11-09,2023-03-07,2023-03-08,2023-08-28,120,0.4166666666666667,0.4166666666666667,-0.00045116694537026826,-0.7243086257361535
9,2016-11-09,2023-08-28,2023-08-29,2024-02-20,120,0.5083333333333333,0.5083333333333333,-0.00037373793593728407,-0.6777034011514458
10,2016-11-09,2024-02-20,2024-02-21,2024-08-12,120,0.4666666666666667,0.4666666666666667,-0.0005536216609210794,-1.0227355541071097
11,2016-11-09,2024-08-12,2024-08-13,2025-02-04,120,0.5583333333333333,0.5583333333333333,0.001425082658198029,2.6552698025871813
12,2016-11-09,2025-02-04,2025-02-05,2025-07-29,120,0.55,0.5416666666666666,0.0006650318917348056,0.7813169188531036
13,2016-11-09,2025-07-29,2025-07-30,2026-01-20,120,0.4666666666666667,0.4666666666666667,-0.0005761193818111817,-1.2932350151367162
