model,total_return,annual_return,annual_vol,sharpe,max_drawdown,hit_rate,n_days
MLP,-0.04590002729473619,-0.007561445924081589,0.2082605762614612,-0.03630762028905824,-0.44478622407066504,0.4846153846153846,1560
LSTM,0.00924754251624682,0.0014880750213941418,0.20825726599415245,0.007145369042902564,-0.3881482617131705,0.4807692307692308,1560
BuyAndHold,0.49968813719581884,0.06769979742591081,0.20821560681978907,0.3251427616783073,-0.3682325097389052,0.5349583066067992,1559
