model,total_return,annual_return,annual_vol,sharpe,max_drawdown,hit_rate,n_days
MLP,0.38467056829589485,0.0301620488951313,0.21113465189160338,0.142856933359364,-0.5454567024110439,0.4967391304347826,2760
LSTM,0.5772680679688051,0.042484565185464396,0.2111214559373699,0.20123281642235183,-0.4958777003990763,0.4797101449275362,2760
BuyAndHold,0.6902383623874371,0.049107961580642234,0.21115167035399973,0.23257197775566643,-0.4302193834945196,0.5302645886190649,2759
