model,total_return,annual_return,annual_vol,sharpe,max_drawdown,hit_rate,n_days
MLP,-0.25227026923805995,-0.026194243391045813,0.21115979388467976,-0.12404938889716485,-0.5181650032605691,0.4894927536231884,2760
LSTM,26.129876845167253,0.3516990811088221,0.21017341812764256,1.6733756544570642,-0.28769689703227574,0.5213768115942029,2760
BuyAndHold,0.6902383623874371,0.049107961580642234,0.21115167035399973,0.23257197775566643,-0.4302193834945196,0.5302645886190649,2759
