model,total_return,annual_return,annual_vol,sharpe,max_drawdown,hit_rate,n_days
MLP,-0.14162757328591402,-0.024367892961390747,0.2082623272270948,-0.1170057652088913,-0.4969089192370285,0.483974358974359,1560
LSTM,-0.0718161804558205,-0.011966556485741964,0.20826150847682412,-0.057459280753618634,-0.35784853174036646,0.46602564102564104,1560
BuyAndHold,0.49968813719581884,0.06769979742591081,0.20821560681978907,0.3251427616783073,-0.3682325097389052,0.5349583066067992,1559
