model,total_return,annual_return,annual_vol,sharpe,max_drawdown,hit_rate,n_days
MLP,-0.2887711286751683,-0.030633933576289296,0.18003117013479636,-0.1701590538646862,-0.4980344315312586,0.48985507246376814,2760
LSTM,-0.6423192197189076,-0.08960008742329661,0.17996697004852086,-0.49786962240426424,-0.6896493519219744,0.4557971014492754,2760
BuyAndHold,2.3966977189984346,0.11816367179906528,0.17988573737913982,0.6568818268788883,-0.33903145030864157,0.5418629938383472,2759
